"step","type","amount","nameOrig","oldbalanceOrg","newbalanceOrig","nameDest","oldbalanceDest","newbalanceDest"
227,"PAYMENT",23500.72,"C398061458",158278,134777.28,"M332698208",0,0
227,"PAYMENT",4025.86,"C491370302",115875,111849.14,"M1648324073",0,0
227,"CASH_IN",137079.94,"C1713832635",6249660.72,6386740.66,"C212764078",141728.67,4648.74
227,"PAYMENT",514.2,"C450927926",0,0,"M902171798",0,0
227,"PAYMENT",74.67,"C1287859450",61284,61209.33,"M1621684438",0,0
227,"PAYMENT",14965.16,"C489435975",0,0,"M341853676",0,0
227,"TRANSFER",994594.62,"C1750326010",657458,0,"C1126596075",3485396.7,4479991.32
227,"CASH_IN",103988.86,"C1484734272",7734356.97,7838345.82,"C273394287",2007835.18,1903846.32
227,"PAYMENT",12634.65,"C1110358703",10604,0,"M1152883803",0,0
227,"CASH_OUT",318368.5,"C521994636",7180,0,"C1880376394",0,318368.5
227,"CASH_OUT",196689.35,"C126934721",20255,0,"C966899155",6732864.57,6929553.92
227,"TRANSFER",787554.41,"C660584823",26710.97,0,"C1347294617",13375590.33,14163144.74
227,"CASH_OUT",277839.72,"C1872501786",30868,0,"C449911178",6654495.61,6932335.33
227,"CASH_OUT",750558.3,"C680319878",565444.77,0,"C758088840",2635647.12,3386205.42
227,"PAYMENT",7209.36,"C1027557290",131967,124757.64,"M1748434082",0,0
227,"PAYMENT",18097.84,"C1356310831",147644,129546.16,"M1241107359",0,0
227,"PAYMENT",5501.25,"C2020009896",566222,560720.75,"M190897807",0,0
227,"PAYMENT",27540.53,"C433907272",110829.61,83289.08,"M1176366039",0,0
228,"PAYMENT",17010.19,"C408612531",331247.35,314237.16,"M2128111575",0,0
228,"PAYMENT",21104.61,"C754439471",0,0,"M711736854",0,0
228,"TRANSFER",2384302.22,"C537523565",0,0,"C1126553623",3894044.15,6278346.37
228,"PAYMENT",21669.7,"C1202164868",0,0,"M1534884642",0,0
228,"PAYMENT",24134.09,"C928722236",0,0,"M1559006634",0,0
228,"PAYMENT",22541.63,"C839389478",0,0,"M513660964",0,0
228,"CASH_IN",48629.24,"C194591216",2571,51200.24,"C273738857",202322.99,153693.75
228,"PAYMENT",31419.89,"C1194344502",20226,0,"M1721434045",0,0
228,"PAYMENT",34612.65,"C143906409",66466,31853.35,"M1989375363",0,0
228,"TRANSFER",74114.71,"C1688582764",0,0,"C299674210",1111579.43,1185694.14
228,"CASH_IN",466519.89,"C598845169",308,466827.89,"C1847612173",0,0
228,"CASH_OUT",213165.34,"C1653981022",0,0,"C402852539",3942266.14,4155431.48
228,"CASH_IN",359718.9,"C87181700",18181141.54,18540860.45,"C1144088232",2027902.05,1668183.14
228,"CASH_IN",6731.88,"C1844170947",5763944.61,5770676.48,"C1281442496",3733430.19,3726698.31
228,"CASH_IN",250026.96,"C1104932710",3650213.24,3900240.19,"C974401222",431486.16,181459.21
228,"TRANSFER",296123.52,"C113880618",0,0,"C221872727",2350856.7,2646980.23
228,"PAYMENT",7079.52,"C1077281767",33150,26070.48,"M1696624966",0,0
228,"PAYMENT",28319.52,"C1435545923",49670,21350.48,"M1819738171",0,0
228,"CASH_OUT",182607.12,"C767817951",0,0,"C717954566",832599.86,1015206.98
228,"CASH_OUT",67725.08,"C2097394553",0,0,"C611860535",277570.24,345295.32
228,"CASH_OUT",111847.17,"C581577330",107645,0,"C1793143347",218537.48,330384.65
228,"CASH_IN",250316.7,"C1113744035",92175,342491.7,"C2105980002",5868004.6,5617687.89
228,"CASH_IN",249701.66,"C804380036",1527306.69,1777008.35,"C1817495558",5636806.25,5387104.59
228,"CASH_IN",313448.9,"C1145569115",6818904.04,7132352.94,"C106277300",486147.9,172699
228,"PAYMENT",39816.4,"C1984953761",0,0,"M29564992",0,0
228,"PAYMENT",31823.81,"C1833989949",0,0,"M2079109182",0,0
228,"CASH_IN",61943.07,"C279460357",8582599.64,8644542.71,"C897518465",1363298.05,1301354.99
228,"PAYMENT",30593,"C1722376522",0,0,"M1905008669",0,0
228,"CASH_OUT",479739.95,"C1525581689",202695,0,"C1993689843",2600894.66,3080634.61
228,"PAYMENT",34760.98,"C858883974",99146,64385.02,"M374867786",0,0
229,"CASH_OUT",580599.37,"C782027083",21243,0,"C712268713",255018.79,835618.16
229,"TRANSFER",529934.6,"C1015032066",0,0,"C941854874",3152095.42,3682030.02
229,"CASH_OUT",384321.08,"C1032682279",0,0,"C1766101220",704396.14,1088717.22
229,"CASH_IN",169734.02,"C1185359843",20819,190553.02,"C1625968606",0,0
229,"PAYMENT",15343.78,"C674900652",12508,0,"M1860523835",0,0
229,"PAYMENT",15929.71,"C702356642",604857,588927.29,"M1983249681",0,0
229,"CASH_OUT",179001.78,"C1534384921",0,0,"C1001200517",652709.03,831710.81
229,"PAYMENT",34047.85,"C1681050806",19027,0,"M2003844014",0,0
229,"CASH_IN",114407.23,"C1549458456",125,114532.23,"C1144482009",236646.44,0
229,"PAYMENT",8620.78,"C1883251647",5253,0,"M899177125",0,0
229,"CASH_OUT",70030.83,"C1227025778",18338.35,0,"C509996363",1144684.24,1214715.07
229,"CASH_OUT",274185.35,"C763204283",0,0,"C1653110948",1643792.23,1917977.57
229,"TRANSFER",790952.87,"C827059107",21067,0,"C669024185",16540.91,807493.78
229,"CASH_IN",115861.99,"C521540094",0,115861.99,"C309511436",632413.27,516551.27
229,"CASH_IN",337169.91,"C1833158741",5153799.43,5490969.35,"C1769626610",4886963.03,4549793.11
229,"PAYMENT",20240.01,"C2030198703",210,0,"M2139228206",0,0
229,"TRANSFER",1304602.45,"C1280693519",5543,0,"C534712488",0,1304602.45
229,"TRANSFER",542434.46,"C997819274",0,0,"C359380293",3031467.13,3573901.59
229,"CASH_IN",310392.5,"C47670941",105468,415860.5,"C1527558691",756497.41,446104.91
229,"PAYMENT",2735.63,"C94493674",21906,19170.37,"M535576268",0,0
229,"PAYMENT",18896.2,"C1968315746",0,0,"M1730947121",0,0
229,"CASH_IN",281986.9,"C751603018",67784,349770.9,"C1300788696",511337.28,229350.38
229,"CASH_IN",239107.72,"C12125006",7221118.63,7460226.35,"C700094354",357526.87,118419.15
229,"CASH_IN",356642.1,"C550968162",123130.85,479772.95,"C106823652",607608.58,250966.48
229,"CASH_IN",503161.48,"C1320094985",174978,678139.48,"C1478271723",0,0
229,"CASH_OUT",330492.09,"C2100677288",25659,0,"C243390816",299646.2,630138.29
229,"TRANSFER",824498.87,"C152296271",11138,0,"C1780691736",4178836.4,5003335.28
229,"DEBIT",4065.43,"C1657102116",15688,11622.57,"C13529531",3773183.74,3928855.66
229,"PAYMENT",5430.44,"C1512928705",58383,52952.56,"M729408988",0,0
229,"CASH_IN",10183.7,"C1880386483",4304437.71,4314621.41,"C1543835334",122531.98,112348.28
230,"CASH_OUT",107295.78,"C1980809022",58,0,"C92607463",116080.16,223375.94
230,"CASH_IN",348052.53,"C639659929",931,348983.53,"C715718244",0,0
230,"CASH_OUT",24072.26,"C1299063558",14462,0,"C537661597",981283.27,1005355.52
230,"CASH_OUT",70163.89,"C336979425",0,0,"C2021379585",3094219.87,3164383.77
230,"CASH_IN",152356.27,"C2079979172",6960819.78,7113176.05,"C1145759614",1102315.33,949959.06
230,"PAYMENT",11681.9,"C1636622564",0,0,"M675276185",0,0
230,"PAYMENT",15941.29,"C1866001639",30919,14977.71,"M584990067",0,0
230,"PAYMENT",4112.03,"C1976919585",0,0,"M1713448423",0,0
230,"CASH_IN",522500.66,"C487037989",90800,613300.66,"C355141305",0,0
230,"CASH_OUT",188313.99,"C711410593",0,0,"C1353744466",2133204.74,2321518.73
230,"PAYMENT",4924.15,"C1071042888",11096,6171.85,"M1892712034",0,0
230,"CASH_OUT",73196.77,"C1618759086",5262,0,"C1704886927",6312.45,79509.23
230,"PAYMENT",8250.29,"C1733096442",13085,4834.71,"M1668205474",0,0
230,"CASH_OUT",275797.28,"C1081931220",359,0,"C1999581743",0,275797.28
230,"CASH_OUT",391190.53,"C1824422759",31487,0,"C989251641",410581.34,801771.87
230,"PAYMENT",12978.73,"C16770927",2156.91,0,"M1749051725",0,0
230,"TRANSFER",126576.07,"C403331133",0,0,"C282209878",839224.89,965800.96
230,"TRANSFER",1654159.26,"C394457366",0,0,"C619581614",2660150.86,4314310.12
230,"CASH_OUT",58152.62,"C1690748919",20998,0,"C730572860",232523.85,290676.47
230,"PAYMENT",3464.67,"C45480376",567,0,"M2088282090",0,0
230,"PAYMENT",471.47,"C1188017354",291919.52,291448.06,"M2058663191",0,0
230,"CASH_OUT",149388.73,"C1590424249",56809,0,"C1267400029",1716619.43,1866008.16
230,"PAYMENT",2444.55,"C59073669",0,0,"M1288786469",0,0
230,"PAYMENT",9308.32,"C1680329077",11660,2351.68,"M1977502979",0,0
230,"CASH_OUT",281037.12,"C1961349224",101133,0,"C993021981",0,281037.12
230,"CASH_IN",51554.81,"C228344894",21284,72838.81,"C783896552",0,0
230,"PAYMENT",9388.38,"C2092620641",0,0,"M274302387",0,0
230,"CASH_IN",122408.02,"C764777875",25249,147657.02,"C935423778",1008979.59,749315.37
230,"CASH_IN",176045.46,"C1129806190",5130937.77,5306983.22,"C936763357",2447080.06,2271034.61
230,"TRANSFER",1377872.93,"C1026501154",121113,0,"C1213277282",2878674.55,4256547.48
230,"CASH_IN",203163.27,"C542457482",144276,347439.27,"C2047376708",6418535.71,6215372.44
230,"CASH_IN",106755.27,"C2044862688",757818.67,864573.94,"C1803319693",4194755.85,4088000.58
231,"PAYMENT",27215.97,"C693946598",12650.35,0,"M1349212557",0,0
231,"CASH_OUT",281460.02,"C117219608",52844,0,"C854484814",1042310.88,1323770.9
231,"CASH_OUT",244363.3,"C960830488",743,0,"C1947419929",69794.24,314157.53
231,"CASH_IN",176790.28,"C73525611",11389947.04,11566737.32,"C220834895",2017573.24,1840782.96
231,"PAYMENT",3120.39,"C90264748",0,0,"M787934998",0,0
231,"CASH_OUT",73813,"C1330865669",430,0,"C1694695210",24418.68,98231.67
231,"PAYMENT",7098.17,"C1815088459",10462,3363.83,"M1527255373",0,0
231,"CASH_IN",273841.85,"C1894474060",5160668.98,5434510.83,"C2101512701",493176.45,219334.6
231,"CASH_IN",222669.53,"C1023680843",26796,249465.53,"C609288100",0,0
231,"CASH_IN",329295.38,"C1514277646",2348642.83,2677938.21,"C823786847",7763053.5,7433758.12
231,"CASH_IN",292330.74,"C327755047",5322687.93,5615018.67,"C1253941226",1254907.84,962577.1
231,"CASH_IN",65176.64,"C876304382",6054231.58,6119408.22,"C715802185",72033.64,6856.99
231,"CASH_IN",281758.72,"C1512271013",76294.75,358053.47,"C1973075596",313618.57,31859.85
231,"CASH_IN",578818.55,"C696035115",11084,589902.55,"C41054287",0,0
231,"PAYMENT",7593.26,"C1655314743",0,0,"M1077312718",0,0
231,"PAYMENT",18619.5,"C622047622",415.61,0,"M1963179320",0,0
231,"CASH_IN",612407.61,"C1862191810",1155222.26,1767629.87,"C312713305",1769091.82,1156684.21
231,"CASH_IN",89348.03,"C1654381873",8251387.43,8340735.46,"C1081938431",761121.02,671772.99
231,"CASH_OUT",589099.12,"C150185455",0,0,"C1759996379",10150142.33,10739241.46
232,"CASH_IN",169133.15,"C1562979309",822895.69,992028.84,"C520959920",2356441,2187307.85
232,"PAYMENT",4847.35,"C232014352",111168,106320.65,"M1641493789",0,0
232,"CASH_IN",309437.62,"C384970354",12055100.46,12364538.07,"C231474542",1111136.92,801699.3
232,"CASH_OUT",487409.25,"C1810846421",82757,0,"C1780365135",0,487409.25
232,"PAYMENT",11976.85,"C532541542",0,0,"M1217415395",0,0
232,"CASH_IN",106583.46,"C976404774",710700.73,817284.19,"C374325742",1102555.12,995971.67
232,"CASH_OUT",133337.43,"C1573053793",0,0,"C726192923",510166.47,866860.88
232,"CASH_OUT",2373.12,"C1158522474",0,0,"C604947563",2298665.53,2301038.64
232,"CASH_OUT",350286.58,"C436484686",0,0,"C847981447",1181649.91,1531936.49
232,"CASH_OUT",25625.21,"C1038981519",60797,35171.79,"C405918916",4298254.78,4323879.99
232,"CASH_IN",86647.26,"C371171056",147146,233793.26,"C1209437773",1572490.26,1485843
232,"CASH_OUT",112850.56,"C494269236",225873,113022.44,"C563177134",21470,98115.63
232,"CASH_OUT",27834.27,"C995257961",11390,0,"C1616099333",1618856.2,1646690.48
232,"CASH_IN",111900.85,"C2044171101",18214121.34,18326022.19,"C602780851",709171.36,597270.52
232,"TRANSFER",115141.59,"C2036958629",0,0,"C454138210",360560.8,475702.39
232,"PAYMENT",33130.68,"C1084912693",279,0,"M1081069113",0,0
232,"PAYMENT",18801.88,"C1894116026",19716,914.12,"M1774860512",0,0
232,"CASH_IN",434409.13,"C1877855888",33312,467721.13,"C2084360678",3373821.64,2939412.5
232,"PAYMENT",8536.25,"C1569008431",0,0,"M128675655",0,0
232,"CASH_OUT",62158.51,"C623646157",10999,0,"C1672273021",380049.37,442207.89
232,"CASH_OUT",74291,"C1835986895",0,0,"C460400564",1176584.64,1250875.65
232,"CASH_OUT",336405.08,"C609778451",0,0,"C1397544707",583388.62,681403.02
232,"PAYMENT",14889.98,"C1765637482",21357,6467.02,"M1864943029",0,0
232,"PAYMENT",13359.76,"C939957973",0,0,"M1266596899",0,0
232,"CASH_OUT",122276.23,"C780154567",0,0,"C1059171662",490533.07,612809.3
232,"PAYMENT",15113.84,"C1686468798",26442.06,11328.22,"M1097532821",0,0
232,"PAYMENT",3455.81,"C1631614951",15274,11818.19,"M1796427868",0,0
232,"PAYMENT",38242.51,"C582471913",52909,14666.49,"M149935047",0,0
232,"PAYMENT",11881.83,"C1432801260",0,0,"M1604832011",0,0
232,"CASH_IN",196214.1,"C726696929",495739,691953.1,"C225323428",7293009.45,7096795.36
232,"PAYMENT",8971.34,"C1308652181",198768,189796.66,"M520961023",0,0
232,"CASH_IN",303451.53,"C114274370",668,304119.53,"C1932306841",148939.55,0
232,"CASH_OUT",153442.4,"C385402662",206529,53086.6,"C536481880",800376.59,953819
233,"CASH_OUT",376146.66,"C150186861",0,0,"C324864843",9395759.52,9771906.18
233,"CASH_OUT",349754.44,"C1947638419",61018,0,"C1583364910",0,349754.44
233,"CASH_IN",219840.38,"C1933601716",4991490.59,5211330.96,"C2141087351",929672.31,709831.93
233,"CASH_OUT",82055.25,"C1521563855",0,0,"C1677355459",280996.83,363052.08
233,"CASH_IN",82253.94,"C1612158215",2756418.15,2838672.09,"C205774858",115268.86,33014.91
233,"CASH_IN",582412.59,"C1875468041",20833,603245.59,"C1827979989",0,0
233,"TRANSFER",595731.47,"C1055537649",982,0,"C530959185",0,595731.47
233,"CASH_OUT",151522.46,"C887106849",49961,0,"C1759954228",0,151522.46
233,"TRANSFER",1386225.48,"C1618330827",24860,0,"C1049897349",94593.41,1480818.89
233,"PAYMENT",4709.39,"C117958871",0,0,"M1663680570",0,0
233,"CASH_OUT",53666.69,"C1123461748",0,0,"C508197120",222616.52,276283.21
233,"CASH_IN",82282.32,"C978854251",13610,95892.32,"C1616073971",182679.48,100397.15
233,"PAYMENT",12064.38,"C585153426",495611,483546.62,"M1901760709",0,0
233,"CASH_OUT",196698.4,"C179912819",58571,0,"C258808175",147628.06,344326.46
233,"CASH_OUT",106041.33,"C1796320232",344220.27,238178.94,"C2094453979",152427.66,258468.99
233,"CASH_OUT",65798.49,"C1616486288",4596,0,"C732064168",142010.05,207808.55
233,"CASH_OUT",160570.45,"C1651973327",0,0,"C1716335240",990647.71,1151218.16
233,"PAYMENT",29089.81,"C1353547851",0,0,"M591371513",0,0
233,"PAYMENT",6637.47,"C1655506684",454349.94,447712.47,"M914286118",0,0
233,"PAYMENT",21677.18,"C545611012",21764,86.82,"M656547851",0,0
233,"PAYMENT",10188.25,"C1304366483",69684,59495.75,"M733395377",0,0
233,"PAYMENT",18347.43,"C870523407",105422,87074.57,"M1327667559",0,0
233,"PAYMENT",11674.82,"C900269556",10278,0,"M865490120",0,0
233,"TRANSFER",13269.88,"C1936042632",0,0,"C1230384867",1930905.59,1647478.62
233,"CASH_OUT",88192.55,"C1059317039",11571,0,"C1090552511",3217986.47,4530697.55
234,"PAYMENT",11711.33,"C1844781931",180460.37,168749.05,"M1242202617",0,0
234,"CASH_OUT",163248.2,"C1319960522",33420,0,"C1248540445",0,163248.2
234,"CASH_IN",54371.17,"C445057218",18826245.06,18880616.22,"C1112900482",90955.95,36584.78
234,"PAYMENT",1196.12,"C1048639917",3230,2033.88,"M249655852",0,0
234,"CASH_IN",18200.53,"C1760221645",676346.89,694547.42,"C72042149",66281.94,48081.41
234,"CASH_IN",248335.82,"C53004703",6478061.77,6726397.6,"C330285501",668501.09,420165.26
234,"CASH_OUT",189448.82,"C631952872",0,0,"C1116327182",325257.25,514706.08
234,"CASH_IN",223782.95,"C59222849",71595,295377.95,"C1287629486",312461.58,88678.64
234,"CASH_OUT",317741.6,"C70336058",5502,0,"C530351387",232842.74,550584.34
234,"CASH_OUT",93066.81,"C155900611",21022,0,"C915774071",0,93066.81
234,"CASH_OUT",173227.75,"C214589160",0,0,"C108176347",194356.81,367584.56
234,"CASH_OUT",74027.86,"C349689641",72332,0,"C1096440156",72794.67,146822.53
234,"CASH_IN",180176.21,"C872953161",32941,213117.21,"C93858290",8799820.94,8619644.72
234,"CASH_OUT",174225.9,"C615327215",32784.16,0,"C1831076469",2992998.81,3167224.72
234,"CASH_IN",276200.55,"C1336548829",100047,376247.55,"C619262072",0,0
234,"CASH_OUT",113497.46,"C139354258",50624,0,"C1317472764",0,113497.46
234,"CASH_IN",243807.39,"C687018443",30843,274650.39,"C2126478181",672806.01,428998.62
234,"PAYMENT",50287.98,"C628396476",64,0,"M1371190877",0,0
234,"TRANSFER",966659.26,"C1306683830",0,0,"C757701588",1156458.84,2123118.1
234,"PAYMENT",4777.33,"C1620959383",441063.59,436286.27,"M706985979",0,0
234,"CASH_OUT",10040.67,"C1736811235",7488,0,"C2033729221",694444.07,704484.74
234,"CASH_OUT",71363.35,"C1274397050",0,0,"C27642108",2955572.99,3026936.33
234,"PAYMENT",9966.81,"C1897110976",0,0,"M125317433",0,0
234,"CASH_IN",85581.85,"C2133096872",521916,607497.85,"C567427777",157359.82,71777.96
234,"PAYMENT",10310.34,"C1659931234",261369.6,251059.26,"M74152672",0,0
234,"CASH_OUT",133347.82,"C195869103",0,0,"C395328580",191968.22,325316.04
234,"CASH_OUT",122742.16,"C1296388631",0,0,"C2082286914",283551.29,406293.45
234,"PAYMENT",43015.09,"C962442888",20609,0,"M157891029",0,0
234,"CASH_IN",407704.06,"C1620318084",223543,631247.06,"C2086374716",7859591.54,7451887.48
234,"CASH_IN",299312.64,"C2042509514",2858797.03,3158109.67,"C1382527413",736584.2,437271.56
234,"CASH_IN",486908.87,"C1044108016",50446,537354.87,"C591918785",349328.22,0
234,"PAYMENT",13658.39,"C1691535264",9315.31,0,"M165066879",0,0
234,"CASH_IN",98893.23,"C1631492154",12648364.32,12747257.56,"C927617818",126900.74,28007.51
234,"PAYMENT",16513.63,"C1443276014",0,0,"M1573143586",0,0
234,"PAYMENT",14293.93,"C1284259666",0,0,"M637746896",0,0
235,"PAYMENT",17950.82,"C816979189",0,0,"M1003547416",0,0
235,"CASH_IN",244627.42,"C1086437587",6759410.6,7004038.02,"C1441259364",377010.32,132382.9
235,"CASH_OUT",103248.61,"C536313266",0,0,"C475183062",139523.22,242771.83
235,"CASH_IN",161084.21,"C161655289",410843,571927.21,"C1790120084",3030925.96,2869841.75
235,"PAYMENT",6040.9,"C66481997",230853.48,224812.58,"M128527875",0,0
235,"CASH_IN",209245.15,"C138560579",3823810.85,4033056,"C781090913",1248659.68,1039414.53
235,"PAYMENT",6541.44,"C1161892227",0,0,"M974112165",0,0
235,"CASH_OUT",141347.5,"C1969294775",0,0,"C108945138",248114.31,389461.8
235,"TRANSFER",1039633.96,"C291642062",56541,0,"C1381210081",0,1039633.96
235,"PAYMENT",12284.26,"C1425014126",26608.72,14324.46,"M152283460",0,0
235,"PAYMENT",3940.15,"C492761733",0,0,"M798801130",0,0
235,"CASH_OUT",300833.14,"C1711832653",0,0,"C2050380751",465475.86,766309
235,"PAYMENT",7721.63,"C1956716723",59493.46,51771.83,"M1711559355",0,0
235,"CASH_IN",237831.11,"C1637226220",3698286.57,3936117.68,"C784898039",471415.58,233584.47
235,"CASH_OUT",164068.69,"C1942164895",17213,0,"C2127090948",208560.24,372628.93
235,"PAYMENT",16075.37,"C859122583",204849,188773.63,"M160861045",0,0
235,"CASH_OUT",137068.89,"C1483276083",32724,0,"C468954774",662116.25,799185.13
235,"CASH_OUT",157561.28,"C1144052518",0,0,"C577907506",584092.56,741653.84
235,"CASH_IN",115465.38,"C1688431733",2060738.52,2176203.9,"C1507559991",654260.11,538794.73
235,"DEBIT",8277.99,"C773046822",15663,7385.01,"C416604201",125444.61,133722.6
235,"CASH_OUT",106463.61,"C1081353913",39971,0,"C2096876849",216720.45,323184.06
235,"PAYMENT",17183.91,"C436089035",0,0,"M1486251796",0,0
235,"PAYMENT",10653.68,"C2038595364",0,0,"M2064202239",0,0
235,"CASH_OUT",63356.09,"C509042744",34722,0,"C1629867816",893275.73,956631.83
235,"CASH_OUT",176390.11,"C968164578",413,0,"C1375621982",19429.92,195820.03
235,"CASH_OUT",13777.3,"C1349652339",0,0,"C1272786007",14447.13,28224.44
235,"TRANSFER",1225310.68,"C1590087582",0,0,"C2122705644",3549530.81,4774841.49
235,"PAYMENT",12128.05,"C1735958681",20595,8466.95,"M1613932239",0,0
235,"PAYMENT",5290.97,"C1172484580",106022.35,100731.38,"M1317299581",0,0
235,"CASH_OUT",68295.61,"C84046802",70903.27,2607.66,"C1583627441",102991.57,171287.19
235,"CASH_OUT",119121.52,"C284566091",0,0,"C737412172",173519.17,292640.69
235,"CASH_IN",175029.59,"C1466378608",1393433.4,1568462.99,"C1616444076",5591540.67,5416511.08
235,"CASH_OUT",137897.97,"C2055553114",0,0,"C1532370339",1035862,1173759.97
235,"CASH_OUT",72646.33,"C418794725",0,0,"C462071868",743584.27,816230.6
235,"TRANSFER",1471606.02,"C1228269727",0,0,"C7748734",1660012.34,3131618.36
235,"PAYMENT",15756.9,"C1782602576",0,0,"M901837948",0,0
235,"CASH_IN",179148.84,"C2114869648",171617.26,350766.1,"C1945960905",439586.68,260437.84
235,"CASH_OUT",268991.79,"C1594825046",0,0,"C1400298048",5209744.84,5478736.63
235,"TRANSFER",256956.15,"C269822533",0,0,"C654925258",540370.19,797326.34
235,"PAYMENT",13783.21,"C638915342",1588,0,"M436309897",0,0
235,"CASH_OUT",55630.5,"C2055607255",0,0,"C927515374",764698.94,820329.44
235,"CASH_IN",86924.24,"C1962434891",23003,109927.24,"C265058096",1300169.83,1213245.59
235,"CASH_OUT",302035.79,"C1263953690",387,0,"C538747382",269118.17,571153.96
235,"CASH_OUT",95499.54,"C2028138052",499389,403889.46,"C141772205",7341882.29,7437381.83
235,"TRANSFER",97540.2,"C686218099",0,0,"C1099023381",386034.95,483575.16
235,"CASH_IN",275453.4,"C357504493",372,275825.4,"C493745831",222431.68,0
235,"CASH_OUT",150017.42,"C1392078612",6019,0,"C1807758952",0,150017.42
235,"PAYMENT",3157,"C1589017004",2128,0,"M1603951655",0,0
235,"CASH_IN",128005.72,"C446965463",557879.56,685885.28,"C1265660495",2017703.4,1889697.69
235,"CASH_OUT",83212.12,"C1942137147",0,0,"C945433958",1022776.43,1105988.55
235,"CASH_IN",217910.92,"C1724246856",1522768.85,1740679.78,"C1719751259",8196266.39,7978355.47
235,"CASH_IN",412197.59,"C1568095724",484027.55,896225.13,"C1724040228",1815399.85,1403202.26
236,"PAYMENT",1944.26,"C551774281",151343,149398.74,"M1775041643",0,0
236,"CASH_OUT",1048.65,"C1411984628",40050,39001.35,"C264838786",757043.64,758092.28
236,"CASH_OUT",42070.17,"C523605593",124525,82454.83,"C237449577",0,42070.17
236,"PAYMENT",7999.43,"C1421931975",5576,0,"M468177318",0,0
236,"TRANSFER",403984.22,"C565468397",305138,0,"C1685956368",5790348.04,6194332.26
236,"CASH_IN",28060.17,"C1122076520",20052,48112.17,"C1792354889",250419.37,222359.2
236,"TRANSFER",96301.66,"C604603304",11642,0,"C1370005943",17324.11,113625.76
236,"PAYMENT",21179.82,"C145493676",11248,0,"M12706203",0,0
236,"TRANSFER",293989.01,"C578505965",0,0,"C1979672228",1206819.19,1500808.2
236,"TRANSFER",103747.4,"C1966082454",4248,0,"C894573930",0,103747.4
236,"CASH_IN",196093.37,"C846679010",10630,206723.37,"C1244381601",324455.6,128362.23
236,"PAYMENT",197.68,"C1197982366",0,0,"M1680822084",0,0
236,"CASH_IN",148968.4,"C483960454",4662,153630.4,"C948578435",3983.33,0
236,"PAYMENT",4632.42,"C1299337096",5839,1206.58,"M2132134394",0,0
236,"CASH_IN",182055.6,"C2137114927",11251,193306.6,"C1928698055",22168.15,0
236,"PAYMENT",148.35,"C292724389",827,678.65,"M1501022988",0,0
236,"CASH_IN",147376.69,"C776892174",4252085.41,4399462.1,"C617528815",729939.55,582562.85
236,"CASH_IN",104233.87,"C2108472877",440517,544750.88,"C1097490484",1662961.86,1558727.99
236,"CASH_OUT",32664.61,"C2035610680",14757,0,"C1118423959",4226988.08,3788067.79
236,"PAYMENT",7533.02,"C671011200",118200.69,110667.67,"M1035883019",0,0
236,"CASH_OUT",177414.88,"C1639244632",21465,0,"C411261793",221309.31,398724.19
236,"PAYMENT",9537.99,"C1469239682",5346,0,"M307997680",0,0
236,"PAYMENT",21648,"C2052735210",642017,620369,"M623161955",0,0
236,"PAYMENT",16431.29,"C1402032729",0,0,"M844848549",0,0
236,"CASH_IN",57534.03,"C1873454919",2013295.44,2070829.47,"C2076755853",728194.67,670660.64
236,"PAYMENT",1038.07,"C1615865666",1050.63,12.56,"M308511491",0,0
236,"CASH_IN",130421.22,"C108109274",359890,490311.22,"C1901769338",0,0
236,"CASH_OUT",103333.89,"C1305148493",0,0,"C74634412",437173.03,540506.92
236,"PAYMENT",12667.04,"C1180225774",131031,118363.96,"M1732423051",0,0
237,"CASH_IN",130475.59,"C989528781",92514.03,222989.62,"C851373288",604427.81,473952.22
237,"CASH_OUT",209367.25,"C1542759114",0,0,"C525967034",243418.76,452786.01
237,"CASH_OUT",2522.02,"C627053900",626,0,"C634383765",679885.85,376780.81
237,"PAYMENT",4772.66,"C1512928406",4,0,"M1538256841",0,0
237,"CASH_IN",223166.86,"C1207031907",354565.26,577732.12,"C1257257185",1771400.28,1548233.43
237,"PAYMENT",7961.58,"C696254905",302192,294230.42,"M1948371067",0,0
237,"PAYMENT",7661.58,"C525864514",142623,134961.42,"M928283130",0,0
237,"CASH_IN",22709.82,"C333957014",11193,33902.82,"C323642583",439415.37,416705.55
237,"CASH_OUT",328596.03,"C1342752560",0,0,"C1711289082",1342419.17,1671015.2
237,"CASH_OUT",189821.96,"C492450674",0,0,"C1944429760",5036976.57,5226798.54
237,"CASH_OUT",282748.88,"C1495256910",0,0,"C1563929103",9025043.27,9307792.15
237,"CASH_OUT",62225.8,"C372329448",0,0,"C1691311990",318270.26,380496.06
238,"CASH_OUT",125252.35,"C1402000305",0,0,"C1382834258",635164.1,760416.45
238,"PAYMENT",12116.08,"C404264541",11573.9,0,"M770667994",0,0
238,"PAYMENT",20689.38,"C437596201",0,0,"M1156698225",0,0
238,"CASH_OUT",154722.23,"C2096141008",0,0,"C1886635568",398672.76,553394.99
238,"CASH_OUT",86654.53,"C1095132102",107886.36,21231.83,"C1145788928",714053.13,800707.66
238,"TRANSFER",366505.58,"C1159687504",29524,0,"C733306660",408534.42,775040
238,"PAYMENT",2244.97,"C1830488620",57972,55727.03,"M1457243776",0,0
238,"TRANSFER",495708.89,"C1301836611",10241.73,0,"C1259086657",1031746.66,1527455.55
